FBID	0	4	8	12	16	20	24	28	32	36	40	44
FBtr0088826	12.8353	8.57543	8.90367	9.57456	9.95291	7.77933	9.76754	9.15266	9.54053	7.86255	8.19477	9.74145
FBtr0088827	11.3951	10.9725	11.5421	13.9058	9.74285	11.0499	9.25606	10.6722	11.5289	9.83896	11.9484	9.9264
FBtr0088828	0.40316	0.464422	0.349614	0.292424	0.545399	0.403435	0.411944	0.380435	0.542068	0.236897	0.452002	0.435782
FBtr0339281	0.00129483	0.00145163	0.00123795	0.000999344	1.25943	0.00198185	1.18423	0.00144698	0.00196247	0.000963649	0.00233679	0.00152931
FBtr0088829	4.36591	6.46453	5.95609	4.92675	4.3761	2.45397	3.73733	7.13538	4.25015	3.91614	1.7436	3.85747
FBtr0088830	0	0.0902792	0	0	0	0.101008	1.17133e-05	0	1.08923e-05	0.296385	0.247922	0.0942707
FBtr0113050	0	0	0	0	0.14041	0	0.264624	0.930309	0.727286	0	6.79367e-06	4.21597e-06
FBtr0088831	1.63088	1.77321	1.32847	1.90344	2.11666	1.84763	1.77558	1.54718	1.52969	1.8516	1.73782	1.70325
FBtr0088832	29.884	25.8527	22.6053	28.6528	24.1263	23.4598	25.2903	29.3152	23.1919	27.049	25.0696	26.9415
FBtr0088833	0.277367	0.124965	0.284491	0.272258	0.150931	0.1303	0	0.120176	0.25636	0.280982	0	0
FBtr0308825	0.000826199	1.15354	3.75457	0.000758444	3.58203	0.000721554	2.40677	3.27775	5.76324	1.20266	0.000848338	2.39212
FBtr0088834	4.05389	6.78369	3.14377	7.27464	3.50811	9.75459	2.83533	5.0653	2.27627	2.57787	7.68439	4.96676
FBtr0088835	5.12819	3.93282	3.11612	3.3222	5.15497	1.88286	3.88129	5.53789	3.48742	4.75848	2.14288	3.24156
FBtr0088836	0.210312	0.421581	0.84964	0	0.684221	0	1.71577	0.85802	0.757834	0.386387	0	0.439995
FBtr0088837	1.15033	1.27984	1.02997	6.35983	2.94695	10.341	1.09762	3.13835	3.32534	1.70186	10.0737	0.891536
FBtr0339119	8.27429	6.43983	5.04906	3.62696	6.27226	3.10441	8.63568	5.60564	4.58253	7.52346	2.98362	4.78322
FBtr0339120	40.1785	39.3707	53.4114	23.1473	44.7664	19.968	50.8832	44.3526	43.1896	54.0832	15.3703	36.6804
FBtr0345697	0.260231	2.04436	1.07685	0.993322	0.0711309	0	0	2.89001	1.65871	1.24555	0.167769	0.313533
FBtr0088838	0.808445	0.466403	0	0.520787	0	0	0.805076	1.19122	0.491564	0.549201	0	0.261865
FBtr0088839	6.67523	7.18441	8.28602	5.67155	8.40958	6.65098	7.47771	7.95726	6.71155	6.83982	6.06246	7.84395
FBtr0088841	0.602344	0.172805	0.519789	0	0.701565	0.182003	0.19544	0.529647	0.53601	0.178587	1.38405	0.765038
FBtr0088842	27.2329	27.5621	23.041	18.0317	25.6681	24.4302	29.791	26.6666	25.6311	24.507	23.8244	27.3685
FBtr0113331	0.261115	0.749277	1.03551	1.4886	0.40222	0.591612	0.398402	0.0142368	0	0	1.21906	0
FBtr0340658	2.31483	1.4195	1.40618	1.22986	1.37154	1.09678	1.84227	1.70888	2.65438	1.54918	0.832662	1.44313
FBtr0088844	0.163972	0	0.123783	0	0.00524632	0.138908	0.000119175	0.121811	0	0	0	0.0775878
FBtr0339121	0	0.160052	0	0.137619	0.0769127	0	0.191347	0	0.093536	0.150122	0.219768	0.138652
FBtr0088845	14.5903	16.542	21.5233	5.54929	18.5444	0.519163	19.4753	26.0333	28.4007	26.2094	21.5565	8.96979
FBtr0088846	11.1957	12.0375	11.9863	13.4147	9.88418	10.5788	12.1126	11.3768	10.793	11.5104	10.4049	9.66778
FBtr0088847	0.00273022	1.99216	0.00258922	0.00151918	2.3495	0	2.22272	0.0024422	4.06729	0.002692	0.00316801	0.00266157
FBtr0088848	34.8299	23.4551	23.3864	31.3305	25.2389	38.1078	29.39	19.3677	10.8393	14.5426	21.3574	36.6198
FBtr0088849	0.000493211	3.29106e-05	0	0.000940062	0.00102748	0.000646157	0.000933037	0	0	0.00043328	0	0.000877726
FBtr0309843	0.148244	0.0825585	0	0.240064	0.0641862	0.0609469	0.0605198	0	0	0.150197	0	0.0278581
FBtr0304751	0	0	0.0713282	0	0	0	0	0	0.130074	0	0.0873198	0
FBtr0088850	3.86536	3.51207	3.81771	3.13163	3.54418	4.14774	3.43677	3.36073	3.63618	3.92639	3.97407	4.68622
FBtr0305125	0.0697204	0.193563	0.0723696	0.141214	0	0.0721886	0.144061	0.126607	0	0.211822	0	0
FBtr0088853	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0088854	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0305126	7.63956	7.74518	5.85686	7.25564	8.93179	8.354	9.86535	9.34265	8.65686	8.1679	5.05118	7.89067
FBtr0113052	1.46151	1.5387	1.30031	0.632708	0.36219	1.13954	0.566929	0.827846	0.574091	1.01269	2.09196	0.802723
FBtr0088858	0.704416	1.08123	0.759766	0.531315	1.02978	0.95998	1.01577	0.710231	1.05468	0.918203	0.899689	1.58876
FBtr0088857	8.49693	8.58382	7.81665	7.50648	9.75334	9.83456	8.41436	8.48472	7.64891	7.63103	9.28814	8.76947
FBtr0339122	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0088859	0	0	0.211569	0	0	0	0.629601	0.18503	0	0.206371	0	0.19705
FBtr0301230	17.8713	18.711	15.8231	14.2258	18.5546	17.4847	18.5764	16.2474	16.7708	15.0928	16.1178	19.6342
FBtr0088860	0	0	0	0	0	0	0.663341	0.581448	0	0	0	0.619175
FBtr0088861	0	0	0	0	0.427876	0	0	0	0	0	0.997052	0
FBtr0088862	4.99422	5.01794	5.82581	5.20272	5.04765	4.77704	7.24792	6.45782	7.20307	6.31014	2.9301	5.81572
FBtr0088863	39.4739	39.2689	45.4162	30.1549	38.1342	30.6889	43.2748	42.4139	38.5664	34.6736	38.7048	42.8104
FBtr0088864	3.41158	2.4925	4.51971	3.5459	2.21455	2.41688	3.61737	3.13836	2.20923	3.68228	2.28165	2.25575
FBtr0088868	1.87569	1.12504	0.887416	0.639639	2.10225	0.578042	2.61049	2.25709	1.21466	1.352	3.32267	3.57986
FBtr0339282	1.06461	0.919807	1.04268	1.3691	2.68432e-05	1.89973	0.000891705	0.448058	1.173	0.746782	0.000129639	5.46787e-05
FBtr0088869	0.0644633	0.0894841	0.133826	0.0326417	0.0353356	0.0667455	0.0332996	0.117061	0.0305055	0.097925	0.0409572	0.0934437
FBtr0088870	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339283	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0088871	6.4534	6.86517	16.196	8.71705	4.74241	5.42118	7.96958	8.65988	17.2573	10.2049	7.72995	9.32831
FBtr0088872	35.3202	58.3119	69.255	38.3025	37.3972	40.4678	31.8445	51.6034	67.5496	55.9718	34.0515	47.1753
FBtr0113053	10.8543	13.6372	16.5776	7.13258	10.1381	10.4567	8.96443	9.757	14.4268	13.88	8.87744	10.8014
FBtr0339123	4.81639	5.54375	5.68773	7.49415	4.67167	3.68621	4.03912	4.16987	7.50973	4.60483	5.73695	5.59688
FBtr0339124	10.2554	13.7161	18.8996	4.676	11.4076	5.39648	16.0359	15.7809	13.8537	16.2504	8.8729	7.71871
FBtr0339125	0.347808	0.404486	0.490763	0	0	0.289607	0.547617	1.19147	0	0.40023	0.635236	2.68051
FBtr0088873	4.92686	1.87186	0.565328	4.32963	3.74243	1.17122	1.26602	4.97133	3.38236	10.2792	0.0981346	8.16113
FBtr0088874	54.3485	53.5291	48.5511	55.2807	50.9592	64.5457	55.2559	48.4783	53.4816	39.4553	55.0177	46.5823
FBtr0301231	1.51691	3.67495	3.44277	2.15288	1.26141	0.420924	2.19651	3.96209	1.43851	1.2034	2.30685	0.777592
FBtr0088875	0	0	0	0.326293	0	0	0	0	0	0.108764	0	0
FBtr0339126	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339127	0	0	0	0	0.0744829	0.140691	0	0.0616873	0.0643015	0	0	0.0656557
FBtr0088877	0.127466	0.265413	2.39448e-05	0.160181	0.0684693	2.10488e-05	0.0646462	0.114654	0.0289558	0.160181	2.39931e-06	1.05507e-05
FBtr0088876	2.83049e-06	3.39532e-06	0.0325132	0.00116219	0.00137965	0.0648901	0.00118001	0.00106507	0.00118487	0.00116219	0.119492	0.151448
FBtr0088878	0.348461	0.643118	1.7998	3.8109	0.762243	2.51396	0.718783	0.631056	0.986662	2.1066	0.884397	0.336831
FBtr0088879	6.68274	6.5866	4.51056	0.491956	5.64242	4.62424	7.70323	7.01741	4.31723	4.11873	4.12187	6.62208
FBtr0088880	18.1184	16.6313	15.8187	12.7639	16.6754	15.6266	17.5191	17.5627	15.6839	16.2708	14.3786	17.2287
FBtr0305127	2.7532	3.47305	2.51487	4.45727	2.93487	2.42112	1.96529	2.77986	3.69898	2.07128	4.27417	1.91443
FBtr0339128	0	0	0.174252	0	0	0	0	0	0.169333	0	0	0
FBtr0088881	1.8567	0.859121	0.770901	0.564096	0.610652	0.961217	0.767288	1.18008	1.05436	0	1.17967	0.717708
FBtr0088882	12.8717	13.0877	12.2713	11.0773	13.6873	14.786	13.2126	14.4458	11.7379	12.3082	12.4953	15.6154
FBtr0088883	0.000124377	0.000112105	0.888223	1.58565	2.60446	1.80425	2.56715	1.54907	0.815482	1.69049	1.08973	2.70429
FBtr0088884	2.25386	2.34652	1.21638	0.0200064	0.000815738	0.000131393	0.520827	2.03083	1.31644	1.44894	1.70137	0.000474479
FBtr0113374	4.41646	3.81357	4.27747	4.42321	4.57306	4.52219	3.33005	4.9903	3.66877	4.87018	4.92626	4.97958
FBtr0339129	0.000267643	0.00127457	0.00142586	0	0	8.73794e-05	1.50939	0.000213855	0.000496044	0.000317078	0.000170758	0
FBtr0088886	7.03886	6.83794	7.26205	7.69582	8.50358	6.92859	7.76714	7.70105	6.80487	5.85634	7.36473	7.13832
FBtr0309844	0.010187	0.00178633	0.000133575	0.00218048	0.00276134	0.07104	0.0045225	0.0368679	0.217216	0.00374832	0.02182	0.00407066
FBtr0088887	4.6275	4.0994	3.81803	4.76647	3.90241	4.1771	3.80014	4.70437	4.22993	4.04549	3.81963	4.66301
FBtr0088888	10.1723	9.21639	8.64688	5.13535	8.54822	7.77825	12.3875	11.0608	9.41121	8.47186	9.16029	10.4126
FBtr0088889	0.282051	0.936845	1.2312	1.11442	0	4.06475	0.807786	0.792058	1.04189	0.649721	2.43958	1.4188
FBtr0088894	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302223	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0088898	41.1914	0.207823	51.7304	0.0088259	149.168	0.00644531	31.3744	131.215	0.170859	74.0927	0.0258713	178.705
FBtr0452079	130.563	155.37	95.814	171.254	11.0386	220.84	132.294	20.4911	173.447	73.5127	194.823	3.71498
FBtr0452080	2.75854	1.0226	2.00211	2.88768	1.64719	3.23042	1.42941	1.12079	2.23308	0.836957	1.42509	1.84366
FBtr0088899	9.74249	9.97296	9.40649	6.80728	9.21882	8.4813	8.60329	10.699	8.55106	9.31522	8.991	10.6509
FBtr0088901	0	0.563487	0.918843	0.861309	0.226851	0.434882	0.467526	0.369994	1.21798	0.290062	0.865254	0.721472
FBtr0088902	8.28826	9.06787	9.7323	7.02785	9.95209	9.81288	8.6178	8.10647	10.4257	9.07082	8.30561	8.94858
FBtr0088900	7.88721	5.81233	5.83512	10.0701	5.75226	9.64365	8.55091	7.67032	8.29714	6.60271	10.5065	9.40831
FBtr0088904	7.21618	7.33276	7.61889	6.71689	7.9305	6.88564	7.67455	7.56376	5.69142	7.64829	6.87727	8.08452
FBtr0088907	0.0439855	0.0407055	0.0228285	0.0446389	0	0.0683142	0	0	0	0.0222724	0.0279801	0
FBtr0088909	2.44028	3.98393	2.97513	2.58537	3.73065	2.22603	3.55737	2.79155	3.85834	4.21492	2.40358	2.20278
FBtr0336996	19.3866	17.0125	19.419	21.8137	18.3239	19.3528	17.2811	19.3945	18.5687	16.5467	17.0469	17.9322
FBtr0088910	17.7241	16.4611	17.1213	16.6181	19.121	18.0491	19.3778	18.5747	17.6925	17.2146	13.3811	18.5673
FBtr0310024	0.000364904	0.632126	1.08811	0.000251791	0.000324523	0.000254029	0	0.000270769	0.618861	0.00032965	1.38271	0.000270903
FBtr0088919	0.147335	0	0.152789	0.447586	0.161561	0.152954	0.761612	0	0	0.298249	0.187628	0
FBtr0336997	7.89858	5.79705	6.62927	6.6069	6.5279	6.89166	7.15952	5.73679	6.49064	6.64685	7.29148	7.25353
FBtr0088920	0.527889	0.00316166	0.00338012	0	0	0.000160453	0	0.14481	0.000134921	0.0909566	0.330857	0.102541
FBtr0336998	1.82659	1.34956	1.48523	1.70243	1.57103	2.51086	1.65133	1.6804	1.56484	1.5304	1.81139	1.42328
FBtr0088921	0.0529773	0	5.916e-05	0	0	0	0	0.144316	0.100285	0	0.067319	0
FBtr0336999	4.80547e-06	0	0.0842201	0.0411067	0	0	0	4.51859e-06	5.34445e-06	0	6.10638e-06	0
FBtr0088922	7.06716	5.43536	6.49333	6.09326	4.76372	4.54856	6.70954	6.8935	5.69415	4.73919	5.15777	5.16823
FBtr0337000	0.000373471	0.000310671	9.62088e-05	0.000234879	0.000342938	0.000297602	0.000135898	0.000517751	0.000553699	0.000190019	0.000126829	0.000328226
FBtr0088923	3.75011	3.55831	3.69551	3.94203	3.12247	2.89986	4.02148	4.35319	4.17825	3.36515	3.31762	2.79829
FBtr0088924	20.7752	14.7246	13.6063	16.1971	16.0877	17.7549	16.6087	16.6176	13.4205	14.1933	20.6376	18.5629
FBtr0088925	3.7245	4.15543	3.17953	3.52512	3.73973	3.53199	3.3804	3.06567	2.99792	3.06685	3.40583	3.86837
FBtr0088926	1.73727	1.75017	2.69351	1.7371	2.89302	2.29969	1.93114	2.45592	2.01886	2.22705	1.73252	2.31639
FBtr0088927	0	0.000119232	0	0	0	0.0001256	0.132882	0	0	0	0.000162876	0
FBtr0339114	0.481445	0.320032	0.407755	0.193568	0.419696	0.0954585	0.424485	0.25029	0.323372	0.173976	0	0.164099
FBtr0339115	0.487992	0.154168	0.243945	0.271034	0.195395	0.172594	0.232884	0.269613	0.384202	0.286876	0.258162	0.651332
FBtr0339116	0	0.100644	5.08391e-05	0.00010303	1.75572e-05	0.226099	0	0	0	0	0.287438	1.45706e-05
FBtr0088928	1.95231	1.60598	0.585432	0.878732	1.52201	1.43746	0.896444	1.81203	1.19077	0.746922	0.771814	1.17393
FBtr0088929	0.0969574	0	0.251604	0	0	0.050195	0.10017	0.132051	0.0917647	0	0	0
FBtr0088930	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309866	46.763	43.8714	44.0761	53.4079	40.3129	39.8599	43.9759	45.3116	47.6218	38.1001	49.704	40.5869
FBtr0344723	0.180854	0.195262	0	0.0305258	0.0660902	0.156047	0.031141	0	0	0.0305258	0.0766045	0
FBtr0088932	2.27933	2.95697	3.2814	1.71452	3.25103	3.84987	2.80827	3.75043	3.11157	3.4955	2.61909	3.85618
FBtr0088933	23.9623	28.3832	56.9202	49.6867	31.6465	17.7672	26.4209	27.4343	50.119	45.4722	28.8297	19.3946
FBtr0088935	30.4528	24.0455	22.9938	18.6503	25.9085	30.4445	28.9314	26.0657	19.2341	22.3501	19.1478	31.5448
FBtr0088936	42.9641	43.7236	39.0513	53.8563	34.9804	33.9559	37.9714	44.6543	40.999	30.8651	42.8518	31.7351
FBtr0330327	59.1157	54.4108	48.3572	39.0026	46.5832	38.5802	65.2406	56.0768	46.8482	37.3208	43.8338	37.4628
FBtr0330328	3.53775	2.68632	2.33347	1.26187	3.24149	2.86235	3.23434	3.08033	2.47534	1.45115	2.64337	1.70495
FBtr0306239	0.33837	0.173233	0	0	0.222515	0.195104	0.104603	0	0.456926	0.363018	0	0
FBtr0088938	0	0.00759854	0	0	0	0.00839892	0	0.00668447	0.00847754	0.00821359	0.00768687	0
FBtr0339117	0	0.0227732	0	0	0	0.00857027	0	0.0380368	0.0225804	0.00838388	0.159304	0
FBtr0088939	0.233349	0.0586108	0.131122	0	0	0	0.171109	0	0.0609326	0.293814	0.0831623	0.260365
FBtr0088940	0	0	0	0	0	0.0803644	0	0	0.0604387	0	0.0816027	0
FBtr0300779	1.90215	2.07959	1.96732	1.07293	2.17279	2.53596	2.60057	2.52704	1.74021	1.29438	2.578	1.84761
FBtr0300780	0	0	0	0.201576	0	0	0	0.30649	0	0	0	0
FBtr0332911	6.88521	5.83114	5.4834	8.01597	5.88067	5.11002	6.20426	6.21316	6.93081	5.75981	4.94931	5.37984
FBtr0332912	5.12881	4.4748	4.68284	4.16973	4.66835	6.60702	3.52985	3.99985	3.34688	2.83297	4.67112	5.04933
FBtr0088941	1.85603	1.6068	0.994349	1.21267	1.70658	1.92173	2.10309	1.08723	1.07664	0.970135	1.36944	1.04146
FBtr0088942	2.54934	2.23505	2.22838	1.49471	2.79484	2.50066	1.66345	2.07106	1.90484	2.03824	2.21648	1.68563
FBtr0088943	0.0928273	0	0	0	0	0	0.191806	0	0	0	0	0
FBtr0088944	4.726	4.7941	4.93702	3.4055	4.38402	3.38767	5.57115	4.97871	5.01767	5.00088	3.77262	3.6888
FBtr0347154	0.157814	0.365113	0.941911	0.319643	0.302771	0.408503	0.203804	0.501514	0.373405	0.319643	0.150402	0.152508
FBtr0088946	13.642	13.145	13.3044	15.0301	14.9967	11.6026	15.2942	15.8915	12.0245	15.4855	13.9537	16.0444
FBtr0088947	15.8926	13.4258	15.1722	10.7054	13.7067	13.7001	17.2477	15.5223	14.8345	17.1284	13.9883	17.3661
FBtr0088950	0.935105	0.607447	0.391839	0.957271	2.0012	0.882838	0.335197	1.22791	1.474	1.47971	2.41052	1.3857
FBtr0088948	3.20586	3.83972	3.90956	2.47114	3.07079	2.5996	3.24358	3.24829	3.15862	3.56008	2.42934	2.30984
FBtr0088949	0	0	0	0	0	0.092773	0.197679	0	0	0	0	0
FBtr0303287	31.9499	29.2922	26.7531	24.5634	28.7901	20.6032	32.754	33.0472	26.1466	28.1155	22.7712	27.9001
FBtr0088952	4.03778	3.90082	3.99552	2.10139	3.0671	1.76972	4.49869	4.73064	3.8972	2.81813	2.48584	2.95401
FBtr0310050	0.319001	0.405465	0.425328	0.516662	0.283135	1.54774	0	0.316602	0	0.759645	0.346037	0.28507
FBtr0300368	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0088953	38.2811	32.2538	25.7985	17.3588	29.7532	16.2686	30.3016	29.6566	23.523	28.7385	12.7056	26.4111
FBtr0088954	0.852227	0	0.295193	0.288787	0.623603	0	0	0.258175	0.26999	0.576127	0.362017	0.274778
FBtr0310025	5.74191	4.94652	6.76594	5.40509	5.99675	7.1156	7.67374	5.79235	7.94201	3.64137	6.51785	7.10414
FBtr0088955	22.1828	21.0313	19.3604	18.4765	17.9167	19.4995	25.2096	21.5388	17.6528	19.7142	18.5812	23.0119
FBtr0088956	34.0666	23.7894	30.8265	24.5195	22.3879	20.3418	30.1208	29.9395	26.1598	25.1865	27.9386	19.7078
FBtr0088957	74.6943	61.8671	72.1785	45.0117	77.9376	49.5193	72.3887	70.9606	55.3084	59.0816	48.7796	48.8626
FBtr0088958	44.9956	29.5334	17.9237	38.5418	35.1997	40.7253	46.2026	19.7215	46.385	19.1355	38.9204	44.5956
FBtr0336939	0.227841	0.839122	0.236866	1.38925	1.00073	1.65206	1.87911	0.408213	0.859901	0.46215	0	0.440626
FBtr0088959	0.275915	0.375498	0.387481	0.279425	0.142346	0.151244	0.217984	0.324204	0.414748	0.378045	0.433105	0.156845
FBtr0088960	1.04244	1.14722	1.1113	0.798911	0.679522	1.25438	0.698584	0.818598	0.719962	0.656249	1.10984	1.14353
FBtr0332461	0.200838	0.142974	0.108288	0.0574261	0	0.0496269	0.162213	0.321895	0	0	0.564795	0.273202
FBtr0332462	0.448565	0.530973	0.688352	0.687621	0.497232	0.640684	0.725074	0.746077	0.686821	0.765539	4.84566e-05	0.408377
FBtr0088963	0	0.00034625	0	0.361932	0.436179	0.000591304	0.452412	0.144576	0.226009	0.0402928	3.32853e-05	0.00012329
FBtr0345800	0.495602	0.327295	0.146981	0.000848911	0.000271631	0.549275	4.96816e-05	2.18069e-05	7.36101e-05	2.48401e-05	0.449805	0.513038
FBtr0088966	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0336909	12.8835	11.7939	11.4538	11.8997	11.9445	12.3103	11.2563	11.788	10.5	12.0205	12.7332	13.1036
FBtr0113047	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113048	0	0	0.591975	0	0.20858	0	0	0	0	0.19251	0	0
FBtr0088970	4.07623	4.28665	4.65422	3.37752	5.80941	3.91359	4.30699	5.13104	3.70009	5.10381	3.46099	4.65538
FBtr0088971	3.59033	4.15324	3.64911	3.30775	4.40077	4.90495	4.22446	4.41445	2.9025	3.56025	4.91079	4.31291
FBtr0088974	0	0.272319	0	0	0.552726	0.00450065	0.592904	0.000687084	0.802713	0.000285561	0.000301035	0.131551
FBtr0336911	2.88441	1.40023	1.68571	2.11105	3.03744	2.30574	2.98683	2.28835	1.4058	2.01266	2.43303	2.64765
FBtr0088975	7.98897	5.97675	7.44003	7.71253	7.85793	10.5137	7.79084	7.28761	6.50114	6.46491	8.82343	9.88492
FBtr0088979	6.64872e-05	0	0	0	0	0	0	0.000171235	0	0.00063687	0	0.000342118
FBtr0336925	5.83496	6.58623	5.41436	5.77495	6.13041	5.78986	6.34804	6.26112	5.25058	5.28194	5.39247	5.61716
FBtr0088980	2.57391	2.89765	2.56154	2.63353	3.02542	2.47271	2.85109	1.63833	2.43606	2.6604	3.16955	2.84637
FBtr0088981	4.28211	4.16826	3.29246	3.27653	3.19921	4.63076	4.65339	3.62881	3.90268	3.53351	5.1592	5.54816
FBtr0088982	1.21486	0.939942	0.974422	0.418842	1.55383	1.16257	1.08396	1.37046	0.402762	1.39809	1.61391	1.63967
FBtr0345797	1.71609e-05	0.167125	1.67436e-05	0.718811	1.9901e-05	1.64223e-05	1.68877e-05	1.59145e-05	0.50355	1.62819e-05	1.87416e-05	0.174549
FBtr0088983	0.826041	0.847231	1.09457	2.45216	0.638029	1.12048	1.21115	0.228196	1.4769	0.36977	1.356	0.56726
FBtr0300830	0.753346	1.06347	1.97027	1.6546	0.244769	0.653055	0.957073	2.97135	1.73383	0.321367	1.0531	1.25905
FBtr0336918	4.54988	4.488	2.94547	1.63854	5.74258	4.43496	3.18595	2.65488	3.12178	4.78348	3.8376	3.35375
FBtr0088993	13.8789	13.2994	16.2793	13.6013	11.7664	11.9292	16.2152	14.9226	13.062	12.6329	15.5574	13.4481
FBtr0088996	5.99116	6.67565	6.18333	4.4498	4.86517	6.44011	6.63369	4.6203	2.54885	6.28517	3.95118	10.3865
FBtr0300477	0.00361779	0.217547	0	0	0.421174	0.480645	0	0.407927	0.0024063	0.076939	0	0.0880608
FBtr0300478	0.529722	2.37839	1.61539	0.46402	0.235013	0.284089	0.322138	0.563722	0.64174	0	1.0965	1.40715
FBtr0300479	0	0	0	0	0	0.425491	0	0	0.239261	0	0	0
FBtr0300480	0	0	0	0.797152	0	0.453026	0	0	0	0	0.000733659	0
FBtr0300481	0.735236	2.78356	1.68511	0.0449546	2.1455	1.38429	2.05496	1.35793	1.60503	2.41789	1.15674	1.55047
FBtr0310674	4.87081	4.69429	2.70132	2.72426	2.90473	4.12721	3.22157	4.20808	4.48068	5.62819	2.12018	1.94366
FBtr0310675	0.00303118	0.908211	0.00632678	0	0.61056	5.6187	0	1.93567	0	0.865469	0	0.280962
FBtr0310676	1.67283	1.10343	0	0.000383503	2.26326	0.531083	0.000982693	0.829516	4.59146	0.389941	0.00167062	1.66447
FBtr0308198	0.503518	0.359283	0.741768	0.843949	0.450986	0.167284	0.590633	0.343285	0.471644	0.841915	0.376495	0.581218
FBtr0336912	1.26135	0.563552	0.485969	0.558425	0.778661	1.32488	0.523963	1.24036	0.578551	1.07304	0.248452	0.655165
FBtr0088997	12.7231	12.6385	10.7026	8.19595	11.1758	14.7044	14.1496	11.8701	10.8265	12.0969	12.756	13.1977
FBtr0088998	0	0.349235	0.196309	0	0	0	0.195515	0	0.357262	0.382	0.24048	0
FBtr0088999	9.80084	9.02081	8.98985	8.29873	8.9108	6.68003	9.71184	9.87792	7.77807	9.01736	7.12935	8.79527
FBtr0345799	0.837198	1.74281	1.56481	2.05973	0.731206	1.78876	0.78545	2.69445	2.01062	0.81419	1.01962	0.72588
FBtr0300959	0.079973	0.406989	0.166004	0.323922	0.438306	0.124188	0.165221	0.145204	0.113518	0.202445	0.304822	0.0386361
FBtr0089002	0.783038	1.36429	1.36698	2.06417	0	0.783205	2.60779	1.33517	0.656043	0.811828	0.896542	0.757148
FBtr0336926	1.95621	0.972008	0.13165	0.000715608	0.943399	0	0.220791	0	0	1.18506	1.05415	0.0075237
FBtr0089003	26.7405	28.2156	25.1008	15.7357	21.0445	36.0062	33.6143	23.4966	25.1394	20.6591	23.8637	35.4025
FBtr0299802	4.69272	2.88395	2.77472	2.28493	3.98174	5.98487	3.16995	4.26496	3.78136	2.38289	2.80028	5.16163
FBtr0089004	0	0	0	0	0	0	0	0	0	0	0.163184	0
FBtr0332995	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113049	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089006	0.671289	0.850372	0.44876	0.462402	0.61901	0.889534	0.936235	0.849777	0.686424	0.000232753	0.604602	0.451369
FBtr0089007	12.135	12.0837	11.5774	13.1798	11.3658	10.7029	11.7202	11.2387	12.1236	11.1008	13.5144	11.6221
FBtr0089008	0.000316113	0.000194892	0	0	0	0.00113511	0	0	0	0.36082	0	0
FBtr0089009	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089014	0.345465	0.177636	0	0.155527	0.126294	0.0397972	0	0	0.145352	0.194394	0.195141	0
FBtr0110820	0	0	0	0	0	0	0.296709	0	0	0	0	0.206863
FBtr0344883	0	0	0.225019	0	0	0	0.00451832	0.164037	0	0	0	0.00444767
FBtr0089015	7.05516	7.02454	6.40775	6.94289	6.84833	7.01143	7.50421	6.88229	6.49846	6.5176	6.59041	7.29478
FBtr0336916	0	0	9.36012e-05	0	0	0	0.00177411	0.00020199	0	0	0	0
FBtr0111079	0.0914092	0.118701	0.233439	0	0	0.507911	0.490077	0.458296	0.128794	0	0	0.359131
FBtr0111080	0.142429	0.159516	0.0797566	0.224182	0.181202	0.222522	0.13849	0.230488	0.138383	0.15343	0.144933	0.0591329
FBtr0111074	0.1106	0.160993	0.509379	0.866285	0.421448	0.0286688	0.839118	0	0	0.305951	0.306825	0.358369
FBtr0111075	0.233626	0.203677	0.470798	0.0606273	0	0	0.0515628	0.0871928	0	0.091205	0	0.0526014
FBtr0111076	0	0	0.0604063	0.0451497	0	0.0588986	0	0	0.0852772	0	0.0465794	0.0550496
FBtr0111077	0.026875	0.0491714	0	0.0732778	0	0	0	0	0	0	0	0
FBtr0111078	0	0.133542	0.139554	0.213846	0.38649	0	0	0	0	0.0606726	0	0.235045
FBtr0111069	0.424066	0.749516	0.0397797	0.86397	0.0570549	0.907232	1.05667	0.378057	1.02908	0.848076	0.116907	0.739813
FBtr0111070	0.0738518	0.245491	0.170715	0.15454	0.0602415	0.243284	0.179548	0.108331	0	0.23611	0.296069	0.163431
FBtr0111071	0.0516045	0.0477802	0	0.124738	0.123789	0.0304784	0.00932264	0.0542668	0.222887	0.052505	0.0708176	0
FBtr0111072	0.190371	0.126325	0.154272	0	0.45848	0.000965617	0	0	0	0.116978	0	0.418172
FBtr0111073	0.198381	0.564073	0.326046	0.125799	0	0.811197	0	0	0	0	0.669814	0.00365567
